Edge_Name,Global_Saliency_Mean,Global_Contrib_Mean,Contrib_Std,Robustness_Z_Score
lh_postcentral <-> right_hippocampus,2.3600421811576954e-09,3.613835123784422e-11,2.7449529227541346e-09,0.0028355029207934386
left_cerebellum_white_matter <-> right_ventraldc,2.3516273113579773e-09,1.139826044618871e-10,1.1778876532444526e-08,0.005233631050347543
lh_postcentral <-> rh_supramarginal,2.348256901123261e-09,1.3189070842541996e-10,1.3629486513787482e-08,0.005581615510284726
lh_parahippocampal <-> rh_supramarginal,2.3459657919981205e-09,1.6500792908493154e-10,1.7051795164196867e-08,0.006099703479321033
lh_caudalmiddlefrontal <-> rh_supramarginal,2.3455471519275293e-09,1.640053346563128e-10,1.6948187810754037e-08,0.006085950410025874
left_caudate <-> rh_supramarginal,2.344206073035814e-09,1.5684860983888217e-10,1.6208617256113968e-08,0.005984619802950207
cc_mid_posterior <-> right_amygdala,2.3122370787924558e-09,5.437650496334638e-11,4.01150034600608e-09,0.0038808481333582655
lh_caudalanteriorcingulate <-> lh_corpuscallosum,2.3060977340794486e-09,2.986328354807633e-11,3.0860492390642937e-09,0.0022820702415614386
left_amygdala <-> rh_middletemporal,2.283033527521511e-09,-2.4282770850272194e-10,1.776759047642326e-08,-0.008745004674024585
left_choroid_plexus <-> rh_frontalpole,2.2748448391757166e-09,6.93325566746271e-11,7.164774209227824e-09,0.004039234995433482
lh_fusiform <-> lh_inferiorparietal,2.2438632172469374e-09,-2.6020999753574856e-11,2.037159513346513e-09,-0.002161722599482328
rh_rostralmiddlefrontal <-> right_caudate,2.2409986921504125e-09,3.860710802236395e-11,3.989629477384243e-09,0.0027596948214230073
right_inf_lat_vent <-> third_ventricle,2.2405029834744745e-09,4.899775233902614e-11,3.5802200075691367e-09,0.003608023457036522
right_caudate <-> right_choroid_plexus,2.2258424909291823e-09,5.5710105858479405e-11,5.757040397649983e-09,0.0035355691457634427
cc_mid_posterior <-> right_caudate,2.223116561584262e-09,5.211603167331492e-11,5.3856314771804214e-09,0.0033873183398817324
lh_bankssts <-> lh_superiortemporal,2.2184218912971187e-09,-1.891553008275476e-10,1.1362317309632897e-08,-0.008854624621751682
lh_parsopercularis <-> lh_postcentral,2.2108102807459467e-09,-1.940416047566461e-10,1.4683885022189521e-08,-0.007861064195616406
rh_parstriangularis <-> rh_precuneus,2.1963343270600873e-09,7.205022030517584e-11,7.4456155227955666e-09,0.004129990152025899
rh_parstriangularis <-> rh_supramarginal,2.1929358144609907e-09,8.577625068821961e-11,8.864053168835803e-09,0.004547074264502473
rh_inferiorparietal <-> rh_parstriangularis,2.190069543611527e-09,7.37327163120283e-11,7.619483393464134e-09,0.0041847263433035225
lh_inferiorparietal <-> lh_paracentral,2.1248841933603704e-09,1.0279773037796127e-11,6.052236776414366e-09,0.0006403950540338558
rh_bankssts <-> right_ventraldc,2.121690615124552e-09,5.5089727536315886e-11,4.039639174152213e-09,0.003923870610417058
lh_insula <-> lh_medialorbitofrontal,2.116479670340265e-09,-3.885219736444372e-11,4.014956825477442e-09,-0.002772195294516732
lh_supramarginal <-> right_inf_lat_vent,2.105064830563575e-09,3.019340649328622e-11,2.2564760182009518e-09,0.0024634655547360273
