Edge_Name,Global_Saliency_Mean,Global_Contrib_Mean,Contrib_Std,Robustness_Z_Score
cc_anterior <-> right_thalamus,2.986604563559717e-08,-1.1630821818761909e-09,1.127482271040044e-07,-0.009475348111469772
rh_inferiortemporal <-> rh_pericalcarine,2.985395526095315e-08,1.246414886907292e-09,1.1612145129577119e-07,0.009882655758410892
lh_postcentral <-> lh_precuneus,2.983678942931728e-08,4.944828018959125e-10,2.151190584551742e-08,0.01569193575025399
fourth_ventricle <-> right_cerebellum_white_matter,2.9690981022271145e-08,-7.994769690212246e-10,8.69970847149623e-08,-0.008242278325895925
lh_posteriorcingulate <-> rh_temporalpole,2.9656278743101886e-08,-9.000065119302957e-10,6.329462648800467e-08,-0.012279297338087806
lh_pericalcarine <-> rh_superiortemporal,2.962832875953418e-08,-1.9249146290240016e-09,1.7972927302572406e-07,-0.010145585856764526
rh_parsorbitalis <-> rh_parstriangularis,2.9593770894849456e-08,3.876970980625319e-10,2.6027322222402442e-08,0.010761196618200361
lh_entorhinal <-> right_cerebellum_white_matter,2.9486655000667436e-08,-1.8529810228861702e-09,1.627206734733817e-07,-0.010728194752967638
left_pallidum <-> rh_frontalpole,2.9472677565893952e-08,7.066502416095427e-10,6.832764001807017e-08,0.009021722618561196
lh_medialorbitofrontal <-> rh_isthmuscingulate,2.936848452651241e-08,1.7578058792148627e-09,1.1530503968961142e-07,0.014028213738003356
cc_anterior <-> rh_medialorbitofrontal,2.9222704565126583e-08,-8.768338897238642e-10,5.678545565544105e-08,-0.013129114432453947
lh_lateralorbitofrontal <-> lh_paracentral,2.921165588638397e-08,-4.193473540117049e-10,2.969376776927904e-08,-0.010564564101074285
left_cerebellum_cortex <-> lh_parstriangularis,2.912277337171896e-08,4.903261979543059e-10,5.566978915050196e-08,0.0074665413776581
lh_rostralmiddlefrontal <-> rh_precentral,2.9066032265689685e-08,-8.792347783669817e-10,6.71418119134193e-08,-0.011397642297458576
lh_rostralmiddlefrontal <-> rh_caudalmiddlefrontal,2.905567020009377e-08,-8.642063085126414e-10,6.463522142494513e-08,-0.011579068059464483
left_cerebellum_cortex <-> rh_superiorparietal,2.893892510127876e-08,-6.228210669631269e-10,4.010348255127721e-08,-0.012430694140386658
lh_lateraloccipital <-> rh_lateraloccipital,2.8915525715478993e-08,6.031567278506083e-10,3.9914924844084604e-08,0.012083695001738306
left_cerebellum_cortex <-> lh_bankssts,2.8828734501063893e-08,-4.817279727430015e-11,2.963790196192797e-08,-0.0012153215707675423
lh_bankssts <-> right_cerebellum_cortex,2.8795550585190735e-08,7.26981802929633e-10,3.086798086127466e-08,0.017788542218353156
rh_superiortemporal <-> rh_temporalpole,2.8763013327076126e-08,-4.507456739939913e-10,2.7286924318924035e-08,-0.012088572126213873
lh_precentral <-> right_cerebellum_cortex,2.8684641368132764e-08,6.828812245594883e-10,3.711311520514337e-08,0.014494503740328716
lh_paracentral <-> rh_caudalanteriorcingulate,2.865679697068335e-08,-3.83720017391914e-10,4.050725150512527e-08,-0.0075973252544335275
fourth_ventricle <-> left_cerebellum_cortex,2.8604182300343266e-08,6.824122255209649e-10,5.596672818690565e-08,0.010344794175443482
lh_pericalcarine <-> rh_parahippocampal,2.855556350412998e-08,3.291399419347723e-10,5.397358409448233e-08,0.005144935157121521
brain_stem <-> lh_postcentral,2.849135293468421e-08,3.199423877516654e-10,2.4963651346179218e-08,0.009150714397185759
lh_medialorbitofrontal <-> rh_parsorbitalis,2.8488310588949737e-08,-5.732936199838907e-10,2.287549681269497e-08,-0.017438325670032513
lh_middletemporal <-> rh_paracentral,2.8449674348675205e-08,2.7448126435074265e-10,3.2928320637323695e-08,0.006393943678106454
cc_mid_anterior <-> lh_rostralanteriorcingulate,2.8323978625515302e-08,2.9719886110997356e-10,6.732668560423087e-08,0.0038434191092979234
cc_anterior <-> lh_bankssts,2.8300106939031743e-08,3.9818068442942153e-10,5.524167427527771e-08,0.006103164715690102
lh_caudalmiddlefrontal <-> rh_lingual,2.8274419797229855e-08,5.58588383371637e-10,1.8968355286938683e-08,0.01928270962706311
rh_lateralorbitofrontal <-> rh_superiortemporal,2.8159524749446903e-08,-1.47843811267497e-10,1.1505468429223814e-07,-0.0011822332934126908
cc_central <-> left_hippocampus,2.815634812311081e-08,-1.044646936411831e-09,8.20172343550948e-08,-0.011352731297927682
left_choroid_plexus <-> lh_pericalcarine,2.804566700889948e-08,1.6140546490694672e-09,1.2555743103519575e-07,0.011906795789383163
lh_lateraloccipital <-> lh_transversetemporal,2.7987268337066902e-08,1.192976104918538e-09,6.922621231661709e-08,0.01505784600872962
left_cerebellum_cortex <-> lh_superiortemporal,2.7917588391524708e-08,7.939192574269143e-11,3.492484697401122e-08,0.001767216386705095
cc_anterior <-> lh_medialorbitofrontal,2.790840373516008e-08,-5.218526720198594e-10,2.740916409215995e-08,-0.013949861877005344
brain_stem <-> rh_isthmuscingulate,2.7831262803481855e-08,-1.0569623209126226e-09,5.819134610982683e-08,-0.01549994803168004
left_putamen <-> lh_superiorfrontal,2.7808470247790513e-08,1.602906628069588e-09,7.416510746543408e-08,0.019044787992790108
left_hippocampus <-> lh_parsopercularis,2.773846838647089e-08,4.541301009815096e-10,2.5146083390535137e-08,0.012921215030856243
left_accumbens_area <-> lh_inferiorparietal,2.7506269950212067e-08,-5.059663273456483e-10,4.149630144657453e-08,-0.009825294499461661
lh_rostralmiddlefrontal <-> right_amygdala,2.746205875703705e-08,-5.082121357122219e-10,5.101884904324338e-08,-0.008328772890358152
