ROI_Name,Global_Saliency_Mean,Global_Contrib_Mean,Contrib_Std,Robustness_Z_Score,PD_Contrib_Mean,HC_Contrib_Mean,Prodromal_Contrib_Mean,Contrastive_Delta_C
right_thalamus_Surface_Area,1.3869976100977511e-08,-4.883865282560388e-08,7.327518915023822e-06,-0.006656017298382027,-0.0,0.0,0.0,-0.0
wm_hypointensities_Thickness,1.3525565104709052e-08,2.1254459800624224e-07,1.553030668049378e-05,0.013676988644826974,0.0,0.0,0.0,0.0
rh_postcentral_Thickness,1.340986920341026e-08,2.873401996445901e-07,2.09955061854065e-05,0.013679279952045082,0.0,0.0,0.0,0.0
lh_temporalpole_Volume,1.3357490313504055e-08,-3.9520902905355067e-07,3.242589572006901e-05,-0.012184310631169764,-1e-06,0.0,0.0,-1e-06
rh_superiorfrontal_Surface_Area,1.2015033043395163e-08,-2.368253351394994e-08,7.462530329693129e-06,-0.0031692790084563633,-0.0,0.0,0.0,-0.0
third_ventricle_Surface_Area,1.1805812132802935e-08,-6.885202583021481e-09,5.030911567487175e-07,-0.013419063050415146,-0.0,0.0,0.0,-0.0
rh_supramarginal_Thickness,1.102214619333765e-08,1.0388181719245313e-07,1.9453399154475733e-05,0.005337290591842218,0.0,0.0,0.0,0.0
right_lateral_ventricle_Surface_Area,9.835610889536694e-09,1.493201016410069e-07,1.0910590030517895e-05,0.013673263186671022,0.0,0.0,0.0,0.0
rh_entorhinal_Volume,9.766539024871037e-09,-3.304895822809877e-07,2.4148365169842068e-05,-0.013680130255401227,-0.0,0.0,0.0,-0.0
rh_lateralorbitofrontal_Surface_Area,7.756632036130094e-09,-1.835783730759826e-07,1.341378920245426e-05,-0.013675600108680129,-0.0,0.0,0.0,-0.0
csf_Thickness,7.239272617403599e-09,-1.4989171940170592e-07,7.767024361306136e-06,-0.01927365949211607,-0.0,0.0,0.0,-0.0
left_cerebral_white_matter_Thickness,7.118284615098537e-09,1.353449436699909e-07,9.889446744665708e-06,0.013671970480867646,0.0,0.0,0.0,0.0
lh_supramarginal_Thickness,6.913251127116382e-09,2.6447564182098437e-07,1.932482813268058e-05,0.013678716976747052,0.0,0.0,0.0,0.0
lh_lateralorbitofrontal_Thickness,5.501488487241434e-09,-1.7401485438789992e-07,1.2714997609707234e-05,-0.013675040241669916,-0.0,0.0,0.0,-0.0
rh_transversetemporal_Surface_Area,4.8883814176750345e-09,2.224575588654043e-07,1.6254631474907033e-05,0.01367738083759293,0.0,0.0,0.0,0.0
right_accumbens_area_Surface_Area,4.865655972345903e-09,4.859228399564767e-08,3.550563410394907e-06,0.013647358127026932,0.0,0.0,0.0,0.0
rh_posteriorcingulate_Surface_Area,4.82210446088505e-09,2.7699815894194535e-08,2.023982918716302e-06,0.013618509594798657,0.0,0.0,0.0,0.0
right_putamen_Surface_Area,4.78549815072549e-09,1.2894312559874652e-07,9.42167575028724e-06,0.01367128482919057,0.0,0.0,0.0,0.0
rh_insula_Surface_Area,4.7516131713421325e-09,1.7607617950631996e-07,1.2865615463830855e-05,0.013675166053299668,0.0,0.0,0.0,0.0
rh_corpuscallosum_Surface_Area,4.647527123197097e-09,-1.1978564349662386e-08,8.752552626005717e-07,-0.013531198125243034,-0.0,0.0,0.0,-0.0
lh_superiorparietal_Surface_Area,4.500226451329057e-09,9.791234905800124e-08,7.154304663314272e-06,0.013666692534639657,0.0,0.0,0.0,0.0
right_choroid_plexus_Surface_Area,4.1294159236440805e-09,-4.9588370768262654e-08,3.6233459379406777e-06,-0.013648128093293684,-0.0,0.0,0.0,-0.0
lh_posteriorcingulate_Surface_Area,3.986671581787619e-09,2.24307036438908e-08,1.6389769954946712e-06,0.013602799617687747,0.0,0.0,0.0,0.0
rh_middletemporal_Surface_Area,3.951739150640984e-09,-2.3035936873782887e-07,1.6832004561783145e-05,-0.013677669299564633,-0.0,0.0,0.0,-0.0
cc_central_Surface_Area,3.715602306397074e-09,-2.172624106756115e-09,1.5875029991759838e-07,-0.012874786639294972,-0.0,0.0,0.0,-0.0
lh_parsorbitalis_Volume,1.2753448215100046e-09,1.5452376297371608e-08,1.129081355591668e-06,0.013565647634839261,0.0,0.0,0.0,0.0
lh_entorhinal_Volume,1.2078380030643086e-09,4.1621810323227375e-08,3.041241626371888e-06,0.013640942088456705,0.0,0.0,0.0,0.0
