ROI_Name,Global_Saliency_Mean,Global_Contrib_Mean,Contrib_Std,Robustness_Z_Score,PD_Contrib_Mean,HC_Contrib_Mean,Prodromal_Contrib_Mean,Contrastive_Delta_C
lh_cuneus_Thickness,4.261417859098752e-07,2.8522612094488483e-05,0.0011325527740466378,0.02518413349626301,2e-05,0.000101,3e-05,-8.2e-05
lh_lateraloccipital_Thickness,4.2527581683132443e-07,2.712215807494683e-05,0.0012009237317568997,0.022584225388746982,2.1e-05,0.0,5.7e-05,2.1e-05
cc_mid_posterior_Thickness,4.2436181825728673e-07,4.008517887056125e-06,0.00022060889733958644,0.018169422181845266,-1e-06,0.0,2.2e-05,-1e-06
lh_pericalcarine_Thickness,4.0939885979384874e-07,3.3059364493434014e-05,0.0010922565643560738,0.030266754995767513,2.5e-05,7.5e-05,4.5e-05,-5e-05
rh_caudalmiddlefrontal_Surface_Area,4.0805331943889126e-07,1.1337963024992321e-05,0.000346957550623944,0.03267730081560513,1.6e-05,0.0,0.0,1.6e-05
lh_caudalmiddlefrontal_Surface_Area,4.028371038432678e-07,-1.0418966181457656e-05,0.00040720666814423364,-0.025585804797576023,-3e-06,-0.000102,-2e-06,9.9e-05
rh_postcentral_Surface_Area,3.9804001482977416e-07,1.5657573142865053e-05,0.00045544683970180573,0.03437773193419665,1.8e-05,1e-05,1e-05,8e-06
lh_parsorbitalis_Thickness,3.850787810536323e-07,1.2863392933805504e-05,0.00036362831522205864,0.03537414071988088,3e-06,0.0,4.8e-05,3e-06
lh_cuneus_Volume,3.755076566735267e-07,5.522805571509002e-06,0.00015432213134215824,0.03578519601511109,8e-06,0.0,0.0,8e-06
cc_central_Surface_Area,3.6417430251259496e-07,1.5274174742519242e-07,3.0391761526847613e-06,0.05009279220903825,0.0,0.0,0.0,-0.0
right_thalamus_Thickness,3.5117633937200105e-07,-6.493001004283348e-06,0.0002503920728952086,-0.025930300533097507,-3e-06,0.0,-1.9e-05,-3e-06
left_caudate_Thickness,3.380007059304637e-07,3.189899067460709e-06,0.0001030789534621085,0.030943170537017745,1e-06,0.0,1.2e-05,1e-06
rh_lateraloccipital_Thickness,3.277012214046286e-07,4.11677839189126e-06,0.0008895940936679836,0.0046276522569912056,-1.6e-05,7.9e-05,3.9e-05,-9.5e-05
rh_pericalcarine_Volume,3.233030392369343e-07,-2.091401471902027e-06,8.863700547752434e-05,-0.023592466103463397,-0.0,0.0,-9e-06,-0.0
rh_pericalcarine_Thickness,3.2265540679471137e-07,1.95871403332702e-05,0.0009588183265409517,0.02042820366387416,1.8e-05,0.0,3e-05,1.8e-05
left_ventraldc_Thickness,3.153504972731562e-07,-5.312693045450172e-06,0.0001504794908895706,-0.035302751135948975,0.0,0.0,-2.4e-05,0.0
rh_corpuscallosum_Thickness,3.021201115693027e-07,1.9135907878966267e-07,1.6123666421450875e-05,0.011860855046267531,-0.0,0.0,1e-06,-0.0
lh_caudalanteriorcingulate_Thickness,2.995117591106035e-07,2.9893172392534436e-06,0.00016014372705229238,0.018665299236385494,3e-06,-9e-06,8e-06,1.2e-05
lh_superiorfrontal_Thickness,2.9792456550243284e-07,-2.61960547654593e-07,0.0003397752993314597,-0.0007709590384575502,5e-06,0.0,-1.6e-05,5e-06
right_cerebellum_white_matter_Thickness,2.7560946493687967e-07,1.0005927039484741e-05,0.000576848361101545,0.01734555259002892,6e-06,7.7e-05,0.0,-7.1e-05
right_amygdala_Surface_Area,2.6908871885179803e-07,6.711758474369398e-06,0.0003031652516030453,0.022138213587292625,0.0,0.0,3e-05,0.0
brain_stem_Thickness,2.661280662967206e-07,-8.501797044224172e-06,0.00039217920667361246,-0.02167779454292717,-0.0,0.0,-3.7e-05,-0.0
right_cerebellum_cortex_Thickness,2.4881025675493674e-07,4.335734683650542e-06,0.0005410177866768495,0.008013885405557242,6e-06,0.0,0.0,6e-06
rh_caudalanteriorcingulate_Thickness,2.4411441332181873e-07,2.1888107906814233e-06,0.00011051724414411717,0.01980335986507923,4e-06,-9e-06,0.0,1.3e-05
lh_supramarginal_Surface_Area,2.2308206604229576e-07,1.4169708466373578e-06,0.0003496317148797038,0.004052636703045787,1e-06,-2.9e-05,1.5e-05,3e-05
rh_precuneus_Surface_Area,2.163473861097979e-07,1.2290311746398678e-06,5.0590692291279616e-05,0.02428882133795777,1e-06,1.1e-05,0.0,-1e-05
lh_lateralorbitofrontal_Thickness,2.13902532185161e-07,6.765845098292057e-06,0.00021933421773315113,0.030845787357491324,3e-06,0.0,2e-05,3e-06
rh_precentral_Surface_Area,2.1286329133664445e-07,6.93020110532174e-06,0.0002929618776171663,0.023654833909955028,1e-05,0.0,0.0,1e-05
rh_parsorbitalis_Thickness,2.1217509551588113e-07,8.686258767605916e-06,0.00026399029110002,0.03290245905189178,4e-06,1.5e-05,2.1e-05,-1.1e-05
csf_Thickness,2.1142849472154295e-07,1.575827455995709e-06,0.0001686205113385074,0.009344853689214089,-2e-06,0.0,1.3e-05,-2e-06
lh_corpuscallosum_Thickness,2.0901240126756526e-07,7.799929536280418e-08,9.200834398532523e-06,0.008468211672031697,-0.0,0.0,0.0,-0.0
rh_inferiorparietal_Surface_Area,1.999602297954052e-07,2.624407739375024e-06,0.00028536137977574577,0.00919646441572862,4e-06,0.0,0.0,4e-06
rh_superiorfrontal_Surface_Area,1.9539765441655712e-07,1.294349130240447e-06,5.0193263710715156e-05,0.02578217100981399,1e-06,7e-06,0.0,-6e-06
right_putamen_Surface_Area,1.9456780777654648e-07,3.0061989597111158e-06,0.00023785777112238294,0.012638109591418447,2e-06,-1.4e-05,1.2e-05,1.6e-05
left_thalamus_Thickness,1.8624111195530897e-07,-3.701698755294308e-06,0.00019959669879299639,-0.018544962557259573,-2e-06,0.0,-1.2e-05,-2e-06
lh_paracentral_Thickness,1.8178130964807858e-07,2.5144194807396846e-06,0.00022261402116051848,0.011294466192966274,-2e-06,0.0,1.7e-05,-2e-06
rh_supramarginal_Surface_Area,1.7667607854978614e-07,7.87937403473417e-06,0.00033799253894215887,0.023311582390458132,1.1e-05,0.0,0.0,1.1e-05
left_lateral_ventricle_Surface_Area,1.7496160635278187e-07,-2.5291859794910368e-06,8.647011513896475e-05,-0.029245867393063625,-2e-06,-1.6e-05,0.0,1.4e-05
lh_rostralmiddlefrontal_Thickness,1.693187820482502e-07,7.769271399135168e-06,0.00028596832133587045,0.027167343884120714,4e-06,0.0,2.2e-05,4e-06
rh_parsorbitalis_Surface_Area,1.5877906318312713e-07,2.3807088098024833e-06,0.0002704162183162638,0.00880354288362026,2e-06,-2.1e-05,1.2e-05,2.3e-05
rh_unknown_Surface_Area,1.5760674018173894e-07,2.8557958685677874e-06,0.00012578563062144146,0.022701868534383152,-0.0,9e-06,1e-05,-9e-06
right_inf_lat_vent_Thickness,1.5447555907325268e-07,-1.3861258004962952e-06,0.00011599430807601845,-0.011948916583235488,1e-06,0.0,-9e-06,1e-06
rh_rostralanteriorcingulate_Thickness,1.5418842444257385e-07,3.288064532641196e-06,0.00020627989657458722,0.015939047850810992,-0.0,0.0,1.6e-05,-0.0
rh_superiorfrontal_Thickness,1.4947772013853663e-07,2.8496883697947313e-06,0.00011892359389771672,0.02396033178183006,4e-06,0.0,0.0,4e-06
rh_parstriangularis_Thickness,1.4607206408873163e-07,4.375117496510598e-06,0.00018278952189661632,0.023933965751753876,0.0,0.0,1.9e-05,0.0
left_choroid_plexus_Thickness,1.4372038772597399e-07,-1.7559779646600622e-06,6.391350642489747e-05,-0.027469988160351122,-2e-06,0.0,-3e-06,-2e-06
right_cerebral_white_matter_Surface_Area,1.3891069360983415e-07,3.4805055562064946e-06,0.00017393448230350257,0.020009289803936545,5e-06,0.0,0.0,5e-06
lh_insula_Thickness,1.3288289314216135e-07,-1.0965317489896737e-07,4.627265057098096e-06,-0.023646087413339716,0.0,0.0,-0.0,0.0
rh_frontalpole_Thickness,1.2352502653471192e-07,7.748219672039374e-06,0.00033188553415477746,0.023345356820697803,1e-06,0.0,3.3e-05,1e-06
lh_caudalmiddlefrontal_Thickness,1.2048170329568635e-07,1.4025159877784243e-06,4.4847325753018275e-05,0.03126615250094472,2e-06,0.0,1e-06,2e-06
rh_precentral_Thickness,1.2033271546005133e-07,-9.98761539987536e-07,2.6959596884105547e-05,-0.03703286868837677,-1e-06,0.0,0.0,-1e-06
rh_caudalanteriorcingulate_Surface_Area,1.195170107813838e-07,6.146330885852474e-07,1.9249691587183854e-05,0.0319129247632526,1e-06,3e-06,0.0,-2e-06
rh_cuneus_Surface_Area,1.1819889952628333e-07,1.4389373060343753e-07,2.951045148926825e-05,0.004874374318283989,-0.0,6e-06,0.0,-7e-06
left_cerebral_white_matter_Surface_Area,1.1746142910497371e-07,-2.743641565525939e-06,0.00014225946579534302,-0.01928482369838032,-2e-06,-1.6e-05,0.0,1.3e-05
rh_parsopercularis_Surface_Area,1.1412488307092297e-07,5.413913290096579e-06,0.0002797264365406504,0.019353622134633316,8e-06,0.0,0.0,8e-06
lh_posteriorcingulate_Thickness,1.0520665734580784e-07,-1.9078591161787734e-06,9.921285916306838e-05,-0.019228019957006997,-2e-06,0.0,-4e-06,-2e-06
rh_parsopercularis_Thickness,1.0396582043942497e-07,1.5092383170228327e-06,7.850842239159468e-05,0.01922145492806533,0.0,0.0,7e-06,0.0
rh_lateraloccipital_Surface_Area,1.0335828342879616e-07,9.70988893665178e-07,0.0001214191266624277,0.007996342560912275,1e-06,0.0,0.0,1e-06
lh_parahippocampal_Thickness,1.012880118800962e-07,-3.1315440779433267e-06,0.00016591586092121232,-0.018873152506530003,-3e-06,0.0,-5e-06,-3e-06
lh_temporalpole_Surface_Area,1.0077299602824169e-07,-2.3685018784865346e-06,0.00020489267523239363,-0.011559155466370853,-3e-06,0.0,0.0,-3e-06
rh_temporalpole_Surface_Area,9.999734692690608e-08,3.303756783908226e-06,0.00017786198628951677,0.018573789233627843,0.0,0.0,1.5e-05,0.0
rh_parstriangularis_Surface_Area,9.850149996899599e-08,3.389194729818164e-06,0.0002957411681925349,0.011459615698328495,-1e-06,0.0,1.8e-05,-1e-06
lh_precuneus_Thickness,9.81233681792791e-08,5.686655291792159e-06,0.00029579461403509967,0.019224363049040846,0.0,0.0,2.5e-05,0.0
rh_transversetemporal_Thickness,9.529739850478016e-08,-1.9701854378152427e-06,7.185181761945702e-05,-0.027416303999549873,-2e-06,0.0,-1e-06,-2e-06
lh_parstriangularis_Thickness,9.375087736341892e-08,2.9014984201570127e-06,0.00014994525187697649,0.01934909503894806,0.0,0.0,1.3e-05,0.0
lh_caudalanteriorcingulate_Surface_Area,9.305464469223617e-08,-4.2246884163006903e-07,1.473268502240586e-05,-0.028656166837180808,-1e-06,0.0,0.0,-1e-06
cc_anterior_Thickness,8.961858103258452e-08,2.205768170197972e-06,8.694180640166427e-05,0.02536770955635665,2e-06,0.0,5e-06,2e-06
lh_rostralanteriorcingulate_Thickness,7.975043101144226e-08,-1.8059337086110526e-06,0.00012377400398502802,-0.01458939483674712,-3e-06,0.0,0.0,-3e-06
lh_bankssts_Thickness,7.967736724849567e-08,-3.574689333972413e-06,0.00015183424880526512,-0.023541815788866823,-5e-06,0.0,0.0,-5e-06
rh_insula_Surface_Area,7.861366380273786e-08,2.0348365777887207e-06,0.00016609398478493724,0.012250377860731762,3e-06,0.0,0.0,3e-06
right_lateral_ventricle_Thickness,7.650842405624569e-08,-1.013102776729345e-06,6.744355399030141e-05,-0.015019264616880093,-0.0,0.0,-4e-06,-0.0
rh_middletemporal_Thickness,7.59693307798593e-08,-1.8303161129453098e-06,0.00011123800614150195,-0.016452574535288648,-3e-06,0.0,0.0,-3e-06
rh_transversetemporal_Surface_Area,7.577701122731634e-08,1.6745515266905997e-06,0.00019106058136523157,0.008764046849732943,2e-06,0.0,0.0,2e-06
lh_superiorfrontal_Surface_Area,7.509641667032459e-08,5.779866489306204e-08,3.0211830123633684e-05,0.001912480635905073,-0.0,0.0,2e-06,-0.0
right_thalamus_Surface_Area,6.90002046583904e-08,8.6205670076391e-07,5.7004374625960046e-05,0.015119988711958868,1e-06,0.0,0.0,1e-06
rh_isthmuscingulate_Surface_Area,6.848251107700382e-08,2.0951895507171135e-07,2.647205719659458e-05,0.007911732593744798,-0.0,4e-06,0.0,-5e-06
optic_chiasm_Surface_Area,6.723877025963494e-08,9.857334391901109e-08,7.202602540569246e-06,0.013666820452750375,0.0,1e-06,0.0,-1e-06
lh_fusiform_Thickness,6.61536388461956e-08,-2.9292344795853905e-06,0.00021403465547358529,-0.01368515589938138,-4e-06,0.0,0.0,-4e-06
cc_anterior_Surface_Area,6.334729926932729e-08,2.523747412367961e-08,3.0733100416121043e-06,0.008185188574316786,0.0,0.0,0.0,0.0
lh_isthmuscingulate_Surface_Area,6.181638703272985e-08,-4.5545995599513504e-07,2.2328249356481644e-05,-0.020389241284164427,-0.0,-4e-06,0.0,3e-06
rh_superiortemporal_Surface_Area,6.114226717533272e-08,1.7637542138497034e-06,0.00019345011469176925,0.009116888081348492,3e-06,0.0,0.0,3e-06
rh_inferiortemporal_Surface_Area,6.100844133170915e-08,-3.0785782022004046e-06,0.0001806929073400039,-0.01703668329147503,-1e-06,-3e-05,0.0,2.9e-05
right_lateral_ventricle_Surface_Area,5.9206992572422873e-08,8.988556493952703e-07,5.964835125838024e-05,0.015066719586371532,1e-06,0.0,0.0,1e-06
left_hippocampus_Thickness,5.877452068840073e-08,-1.4358393722370769e-06,0.00010491457324224526,-0.013684490943051766,0.0,0.0,-6e-06,0.0
right_pallidum_Surface_Area,5.62730089908253e-08,1.2439330089279216e-06,7.57917442792705e-05,0.016410348083086262,2e-06,0.0,0.0,2e-06
right_cerebral_white_matter_Thickness,5.164191306460551e-08,-9.346216191513261e-07,6.829136337406922e-05,-0.01368379155233902,-1e-06,0.0,0.0,-1e-06
rh_pericalcarine_Surface_Area,5.008522295495513e-08,-5.018655585704113e-07,1.760559667838433e-05,-0.028489841572396934,-1e-06,0.0,0.0,-1e-06
lh_transversetemporal_Thickness,4.559152374612621e-08,-1.0514100586249029e-06,6.115196497849659e-05,-0.017190586649636897,-1e-06,0.0,-1e-06,-1e-06
wm_hypointensities_Thickness,4.41760529566919e-08,6.941951155550917e-07,5.0723768761014417e-05,0.013683097717915553,1e-06,0.0,0.0,1e-06
rh_precuneus_Thickness,4.390603181433407e-08,2.523224948197324e-06,0.00017098514607013468,0.014756120312107622,0.0,0.0,1e-05,0.0
lh_frontalpole_Thickness,4.302076271319612e-08,2.7316946393290488e-06,0.0001616991079031089,0.016892645533396894,1e-06,0.0,1e-05,1e-06
lh_frontalpole_Surface_Area,4.282343881082641e-08,-3.5195052885356244e-07,2.5716483508544748e-05,-0.013680475558840608,-1e-06,0.0,0.0,-1e-06
rh_entorhinal_Surface_Area,4.092179779887674e-08,1.0112773152661235e-06,7.389247711978094e-05,0.013683943416768669,1e-06,0.0,0.0,1e-06
right_caudate_Surface_Area,4.072013931969802e-08,6.580128847213274e-07,4.8079988836688724e-05,0.013682949417100247,1e-06,0.0,0.0,1e-06
rh_posteriorcingulate_Thickness,3.347152649827846e-08,-5.932900207012557e-07,3.4638754793887944e-05,-0.017122982463020932,-1e-06,0.0,0.0,-1e-06
lh_corpuscallosum_Surface_Area,3.300743076814276e-08,-4.1826208868091894e-08,1.2127252195884776e-06,-0.03420736580715084,-0.0,0.0,0.0,-0.0
right_cerebellum_white_matter_Surface_Area,2.9061520899461115e-08,5.542291485275445e-07,4.049667095114277e-05,0.013682416636904806,0.0,0.0,2e-06,0.0
rh_bankssts_Surface_Area,2.8803453310689285e-08,-8.012645107027743e-07,7.011088177416664e-05,-0.011426902948587416,-1e-06,0.0,0.0,-1e-06
cc_posterior_Surface_Area,2.8519206921799346e-08,1.541045625590107e-08,6.211664784753517e-07,0.02441583446118151,0.0,0.0,0.0,0.0
right_cerebellum_cortex_Surface_Area,2.6995366943253672e-08,6.385183760596349e-07,4.665555508988166e-05,0.013682862548828499,0.0,0.0,3e-06,0.0
lh_pericalcarine_Volume,2.6207888960639497e-08,6.91406592536606e-08,8.666377815774902e-06,0.007968839154048012,-0.0,1e-06,0.0,-1e-06
rh_cuneus_Thickness,2.3409908559794228e-08,-7.100132981154803e-07,0.00010248958392549703,-0.006926987124470295,-1e-06,0.0,0.0,-1e-06
rh_corpuscallosum_Surface_Area,2.321748264406002e-08,5.984087699735607e-08,2.0163289046616288e-06,0.02953167023363798,0.0,0.0,0.0,0.0
left_accumbens_area_Surface_Area,2.2333475253924078e-08,2.1506734691605614e-07,1.039493042236191e-05,0.02066975349050302,0.0,0.0,0.0,0.0
left_caudate_Surface_Area,2.0581921646484847e-08,1.1941858642291598e-07,1.7137983005476526e-05,0.006964001911173893,0.0,0.0,0.0,0.0
rh_lingual_Thickness,1.993323255536122e-08,1.3452963964588076e-06,5.093660038297161e-05,0.02640600916147605,2e-06,0.0,0.0,2e-06
rh_fusiform_Thickness,1.887469790084113e-08,-8.032182824522368e-07,5.868992378482542e-05,-0.013683463804766942,-1e-06,0.0,0.0,-1e-06
cc_mid_anterior_Surface_Area,1.7693364089210988e-08,1.240101271642072e-08,5.282428234699303e-07,0.02303981061275315,0.0,0.0,0.0,0.0
fourth_ventricle_Thickness,1.5415097233640513e-08,7.177632884558444e-07,3.172596941432231e-05,0.02261671225747781,1e-06,0.0,0.0,1e-06
rh_middletemporal_Surface_Area,1.3500757359337996e-08,-7.870018461279655e-07,5.7505013738919506e-05,-0.013683415772104975,-1e-06,0.0,0.0,-1e-06
rh_lingual_Surface_Area,1.3010685506742447e-08,-1.844585622915447e-07,9.564140470820318e-06,-0.019266331307100634,-0.0,0.0,0.0,-0.0
lh_transversetemporal_Surface_Area,1.2972954761372942e-08,5.752729837981503e-07,4.203431160892464e-05,0.01368254020065912,1e-06,0.0,0.0,1e-06
lh_rostralanteriorcingulate_Surface_Area,1.2814942490107167e-08,6.673370434794477e-08,4.876129076771669e-06,0.013657785805371442,0.0,0.0,0.0,0.0
lh_middletemporal_Surface_Area,1.2776167358686861e-08,7.372111437863178e-07,5.386688374429005e-05,0.013683255091093655,1e-06,0.0,0.0,1e-06
lh_superiortemporal_Surface_Area,1.2744796263535371e-08,6.751895076438282e-07,4.9335058239646695e-05,0.013683021800577014,1e-06,0.0,0.0,1e-06
left_choroid_plexus_Surface_Area,1.2189238067334413e-08,-1.523973030467214e-07,7.882774618168064e-06,-0.01930845747146056,-0.0,0.0,0.0,-0.0
rh_superiortemporal_Thickness,1.206395874882975e-08,-1.1635986104440154e-07,8.502235974334783e-06,-0.013669717497874566,0.0,0.0,-1e-06,0.0
rh_medialorbitofrontal_Surface_Area,1.1986984839934981e-08,-8.178854357688391e-08,5.976163010563235e-06,-0.013662932905862927,-0.0,0.0,0.0,-0.0
left_thalamus_Surface_Area,1.157867315468162e-08,-1.3607831659625645e-07,7.031427038287706e-06,-0.019325388995203904,-0.0,0.0,0.0,-0.0
lh_inferiortemporal_Surface_Area,1.1224461756890801e-08,5.575990014838591e-07,4.074290092062052e-05,0.013682437050799497,1e-06,0.0,0.0,1e-06
lh_pericalcarine_Surface_Area,1.1202193783990314e-08,1.3503145072469662e-07,9.866540297603483e-06,0.013671938417287848,0.0,0.0,0.0,0.0
rh_rostralmiddlefrontal_Thickness,1.1062929707065693e-08,5.130935329525323e-07,2.7431529908030313e-05,0.01869770142816942,1e-06,0.0,0.0,1e-06
lh_superiortemporal_Thickness,1.0976578464970508e-08,-1.361349110111371e-07,9.947168442561861e-06,-0.013672050623270485,0.0,0.0,-1e-06,0.0
right_choroid_plexus_Surface_Area,9.528015353145733e-09,1.1441781802960996e-07,5.9417837231964404e-06,0.01922412227172818,0.0,0.0,0.0,0.0
csf_Surface_Area,8.04649651345312e-09,4.849451297457236e-09,3.5434194323497916e-07,0.013310164771036598,0.0,0.0,0.0,0.0
rh_postcentral_Thickness,8.021453730125427e-09,-1.7187983226658922e-07,1.2558994828998504e-05,-0.01367490675308716,-0.0,0.0,0.0,-0.0
right_accumbens_area_Surface_Area,7.1808612569277124e-09,-7.171375124997804e-08,5.240013439852724e-06,-0.013659727174334585,-0.0,0.0,0.0,-0.0
rh_supramarginal_Thickness,7.160587359676731e-09,-2.3508918809980043e-07,1.7177605183599934e-05,-0.013677832693301436,-0.0,0.0,0.0,-0.0
left_cerebellum_white_matter_Thickness,6.108855180510351e-09,3.264057371514232e-07,2.384996489106427e-05,0.013680059406695292,0.0,0.0,0.0,0.0
rh_parahippocampal_Thickness,5.558298523899705e-09,1.695199367286784e-07,1.2386560893808073e-05,0.013674755295507117,0.0,0.0,0.0,0.0
rh_inferiortemporal_Thickness,4.8582931528781794e-09,1.3944921598243022e-07,1.0189339606259728e-05,0.013672376973980242,0.0,0.0,0.0,0.0
left_cerebellum_cortex_Thickness,4.271435394816882e-09,2.749364741132612e-07,2.008918504956398e-05,0.013678986159651556,0.0,0.0,0.0,0.0
lh_parsorbitalis_Surface_Area,3.071602733460454e-09,1.2724613247627623e-07,9.297679074418402e-06,0.013671091521194,0.0,0.0,0.0,0.0
lh_unknown_Surface_Area,2.849733885405986e-09,5.465304223499662e-08,3.993413687731311e-06,0.013651609975377756,0.0,0.0,0.0,0.0
left_amygdala_Surface_Area,2.5949896992775453e-09,6.20444504934806e-08,4.533492514160104e-06,0.013655673537507731,0.0,0.0,0.0,0.0
lh_lateralorbitofrontal_Surface_Area,2.5263928497286013e-09,6.001547204804946e-08,4.385238181651819e-06,0.013654657510618555,0.0,0.0,0.0,0.0
lh_parsopercularis_Thickness,2.523878454544655e-09,3.786602095449657e-08,2.7668118771763117e-06,0.013636509288127154,0.0,0.0,0.0,0.0
