Edge_Name,Global_Saliency_Mean,Global_Contrib_Mean,Contrib_Std,Robustness_Z_Score,PD_Contrib_Mean,HC_Contrib_Mean,Prodromal_Contrib_Mean,Contrastive_Delta_C
left_cerebellum_cortex <-> optic_chiasm,8.927831958920179e-05,-9.916554471244317e-06,0.00011797209776288852,-0.0840513489696874,-0.0,1e-06,-4.4e-05,-1e-06
optic_chiasm <-> rh_posteriorcingulate,7.824884985498596e-05,8.60999941193107e-06,0.0001298674629906239,0.06629325222153933,0.0,3e-06,3.7e-05,-3e-06
cc_mid_anterior <-> left_cerebellum_cortex,7.239196682362473e-05,-5.98266671209012e-06,8.01872234787054e-05,-0.07459942442619208,0.0,0.0,-2.7e-05,0.0
optic_chiasm <-> rh_corpuscallosum,7.174743923349027e-05,8.168404458833874e-06,0.00011544797950799204,0.07074785557171866,0.0,1e-06,3.6e-05,-1e-06
left_cerebellum_white_matter <-> optic_chiasm,6.723654715482526e-05,-6.6880413183092106e-06,0.0001172202317264542,-0.0570504827962392,0.0,1e-06,-3.1e-05,-1e-06
cc_mid_anterior <-> left_cerebellum_white_matter,5.7651504951022125e-05,-4.847231404023949e-06,8.80336016903296e-05,-0.05505489678935241,0.0,-0.0,-2.2e-05,0.0
optic_chiasm <-> rh_postcentral,5.455280310554562e-05,7.2645074849904036e-06,0.00010956201892576786,0.06629892883430318,1e-06,2e-06,2.9e-05,-2e-06
left_cerebellum_cortex <-> rh_lateraloccipital,5.2599181643014394e-05,-4.894195448438646e-06,8.176740151758684e-05,-0.05984777405021989,-0.0,0.0,-2.1e-05,-0.0
left_cerebellum_cortex <-> rh_entorhinal,5.0357812638429414e-05,-3.3003279824104824e-06,7.691471575360424e-05,-0.042903349724185996,-1e-06,0.0,-1.3e-05,-1e-06
optic_chiasm <-> rh_supramarginal,4.9146589130243416e-05,5.847710142776525e-06,9.573903441386377e-05,0.06107330667691641,1e-06,8e-06,2e-05,-6e-06
fourth_ventricle <-> optic_chiasm,4.821270426311478e-05,-5.540925443990197e-06,0.0001038393477065571,-0.05335541884814689,0.0,0.0,-2.5e-05,0.0
left_cerebellum_white_matter <-> rh_lateraloccipital,4.682635116933283e-05,-5.308125147228035e-06,9.698519421844292e-05,-0.05472565099744637,0.0,0.0,-2.4e-05,0.0
left_cerebellum_cortex <-> left_vessel,4.589719057330785e-05,-4.079187483205643e-06,7.401120619767483e-05,-0.05510836276177542,0.0,0.0,-1.9e-05,0.0
left_cerebellum_cortex <-> right_accumbens_area,4.486982541268671e-05,-3.0073960760660584e-06,4.9012587335792975e-05,-0.0613471511706658,0.0,0.0,-1.4e-05,0.0
left_cerebellum_cortex <-> rh_inferiorparietal,4.381218000818056e-05,-2.4610673532417543e-06,4.234372212205582e-05,-0.0581074632862113,-0.0,0.0,-1.1e-05,-0.0
lh_lingual <-> optic_chiasm,4.287723768288828e-05,-1.808979949897405e-06,6.210394128095421e-05,-0.029123573751583635,1e-06,4e-06,-1.2e-05,-4e-06
left_cerebellum_white_matter <-> rh_inferiorparietal,4.200656913144144e-05,-2.996294196183906e-06,6.350212054500845e-05,-0.04717673052753064,0.0,0.0,-1.4e-05,0.0
left_cerebellum_cortex <-> rh_superiorparietal,4.1507351759537074e-05,-4.382102413840275e-06,9.54959860433621e-05,-0.04588301315323514,-1e-06,0.0,-1.8e-05,-1e-06
left_cerebellum_white_matter <-> lh_entorhinal,4.137261555493506e-05,-3.384463694773457e-06,7.217514535081758e-05,-0.046885874903002105,0.0,0.0,-1.6e-05,0.0
cc_mid_anterior <-> rh_posteriorcingulate,4.0662627120429044e-05,3.490957234281312e-06,6.794907158429736e-05,0.0513685245089183,-0.0,2e-06,1.5e-05,-2e-06
left_cerebellum_white_matter <-> right_vessel,3.998337535572165e-05,-2.054879035633403e-06,6.0839817588236734e-05,-0.03376968275465537,0.0,0.0,-1e-05,0.0
left_cerebellum_white_matter <-> left_vessel,3.905795274340732e-05,-3.5939731643178647e-06,6.883551207008565e-05,-0.052203448797928216,0.0,0.0,-1.8e-05,0.0
left_cerebellum_cortex <-> right_vessel,3.898936736132622e-05,-2.639334943796371e-06,4.744206165922682e-05,-0.05562108054968282,-0.0,0.0,-1.2e-05,-0.0
left_cerebellum_white_matter <-> lh_inferiorparietal,3.886146981891771e-05,-3.527385375961652e-06,7.868605057425192e-05,-0.044822902168812975,0.0,0.0,-1.7e-05,-0.0
left_cerebellum_cortex <-> lh_inferiorparietal,3.8386440156272386e-05,-2.6368105418501313e-06,5.536204226705443e-05,-0.04761988963912562,-0.0,0.0,-1.2e-05,-0.0
cc_mid_anterior <-> rh_supramarginal,3.790776637707199e-05,3.7525949561102415e-06,8.879380213812448e-05,0.042257142889822394,-1e-06,2e-06,1.8e-05,-2e-06
left_cerebellum_cortex <-> lh_entorhinal,3.785009256263832e-05,-2.512542731524723e-06,4.5460065252179665e-05,-0.05525707336442147,-0.0,0.0,-1.1e-05,-0.0
optic_chiasm <-> right_lateral_ventricle,3.757544893798443e-05,3.823352670033511e-06,7.948679328196123e-05,0.048094426355950584,-0.0,1.2e-05,1.3e-05,-1.2e-05
rh_lateraloccipital <-> rh_posteriorcingulate,3.749517658253806e-05,3.3803171268697683e-06,8.193464052671342e-05,0.04125122894117532,-0.0,2e-06,1.6e-05,-2e-06
left_cerebellum_cortex <-> rh_temporalpole,3.695124891073851e-05,-1.9915263518659018e-06,4.487448072352502e-05,-0.04437004327025879,-0.0,0.0,-9e-06,-0.0
optic_chiasm <-> right_cerebellum_cortex,3.6037315793068596e-05,-3.42440701405997e-06,7.705396107423473e-05,-0.04443590708711797,0.0,1e-06,-1.6e-05,-1e-06
optic_chiasm <-> rh_paracentral,3.551424637721147e-05,3.761685762542635e-06,9.868052733151832e-05,0.03811597591232328,-0.0,-4e-06,2e-05,4e-06
fourth_ventricle <-> rh_lateraloccipital,3.5479304776178176e-05,-2.133463116162316e-06,5.423603819557331e-05,-0.0393293812254185,0.0,1e-06,-1e-05,-1e-06
cc_mid_anterior <-> rh_postcentral,3.5037333429145734e-05,3.908404639582298e-06,9.427268555211759e-05,0.041454108107917755,-1e-06,0.0,1.9e-05,-1e-06
optic_chiasm <-> rh_precentral,3.454117334407688e-05,3.585792401945889e-06,7.077512542316263e-05,0.05065742810385033,-0.0,0.0,1.6e-05,-0.0
left_cerebellum_cortex <-> lh_lateraloccipital,3.418230505272997e-05,-4.761943887643519e-06,0.00011060407924315911,-0.043050070300503986,-0.0,0.0,-2.1e-05,-0.0
cc_central <-> left_cerebellum_white_matter,3.3266475359286395e-05,-2.0404944118215444e-06,6.648699894667126e-05,-0.030685511288381064,-0.0,0.0,-8e-06,-0.0
brain_stem <-> lh_lateraloccipital,3.3195400255216e-05,-3.2564503821094717e-06,9.2235982804814e-05,-0.035301812426887916,-0.0,1e-06,-1.5e-05,-1e-06
left_cerebellum_white_matter <-> rh_entorhinal,3.313843832544857e-05,-2.322437363675201e-06,5.166763320323667e-05,-0.04494086164011362,-0.0,0.0,-1e-05,-0.0
left_accumbens_area <-> left_cerebellum_white_matter,3.300047192237713e-05,-2.653297226030456e-06,7.087520893250544e-05,-0.03743090083231381,0.0,0.0,-1.2e-05,-0.0
lh_lateraloccipital <-> rh_posteriorcingulate,3.117178274625529e-05,2.489791854322255e-06,4.8522793919025825e-05,0.05130122651657618,-0.0,3e-06,1e-05,-3e-06
left_cerebellum_white_matter <-> lh_lateraloccipital,3.107916751234663e-05,-2.6553604018173087e-06,6.948109186483943e-05,-0.038211522233410865,-0.0,0.0,-1.2e-05,-0.0
left_cerebellum_cortex <-> lh_frontalpole,3.058859522102142e-05,-1.957855411330613e-06,5.019123277766384e-05,-0.0390001460721444,0.0,0.0,-9e-06,0.0
fourth_ventricle <-> lh_lateraloccipital,2.9633213872306244e-05,-1.5471901869535301e-06,7.335201186008674e-05,-0.021089800398389744,0.0,0.0,-7e-06,0.0
fourth_ventricle <-> rh_entorhinal,2.9402014002385322e-05,-2.3207240201713403e-06,9.966834292381231e-05,-0.023282128816538936,0.0,0.0,-1.1e-05,0.0
left_cerebellum_white_matter <-> rh_posteriorcingulate,2.9097428082746598e-05,1.949308433848798e-06,4.716182191162115e-05,0.041323577399680005,-0.0,4e-06,8e-06,-4e-06
optic_chiasm <-> right_cerebral_white_matter,2.8398864054402743e-05,1.908092329525535e-06,4.4392529256341726e-05,0.042972604522365454,1e-06,1e-06,6e-06,-1e-06
rh_lateraloccipital <-> right_cerebellum_cortex,2.8139342187009125e-05,-1.3832418406561514e-06,4.172716590338131e-05,-0.03314172897743612,0.0,0.0,-7e-06,0.0
lh_pericalcarine <-> optic_chiasm,2.7640203989811994e-05,-2.716771518096087e-06,7.085089335706142e-05,-0.03833950419459898,-0.0,2e-06,-1.3e-05,-2e-06
left_cerebellum_white_matter <-> rh_superiorparietal,2.762367330910224e-05,-2.7158296160883453e-06,7.083883507760022e-05,-0.03833273494354165,0.0,0.0,-1.3e-05,0.0
lh_entorhinal <-> rh_corpuscallosum,2.7206862756933614e-05,1.5340014545741615e-06,5.126132013467138e-05,0.02991928919608252,-0.0,0.0,8e-06,-0.0
fourth_ventricle <-> right_vessel,2.7059526342945695e-05,-1.2080598467905525e-06,3.2034434627370354e-05,-0.037699521331504574,0.0,0.0,-6e-06,0.0
optic_chiasm <-> right_cerebellum_white_matter,2.6978417837073197e-05,-1.3125003287678509e-06,6.794676199902788e-05,-0.01931375613197442,-0.0,0.0,-6e-06,-0.0
left_cerebellum_cortex <-> lh_parsorbitalis,2.6870977896411642e-05,-1.413040745796338e-06,3.187207416320554e-05,-0.04432085373626976,0.0,0.0,-6e-06,0.0
lh_posteriorcingulate <-> optic_chiasm,2.6640801342580927e-05,3.2118744097596314e-06,9.531272064985295e-05,0.03369474127325578,-0.0,-1e-06,1.5e-05,1e-06
brain_stem <-> right_vessel,2.6566127726323346e-05,-1.743205887983725e-06,4.35200805349136e-05,-0.04004600649855391,0.0,0.0,-8e-06,0.0
left_vessel <-> rh_postcentral,2.6552155636789883e-05,2.889931696894094e-06,7.307136121361809e-05,0.0395440321431175,-0.0,0.0,1.3e-05,-0.0
cc_mid_anterior <-> right_cerebellum_cortex,2.652763991075139e-05,-1.4987991334295358e-06,4.2029035162998266e-05,-0.03565255785767277,0.0,0.0,-7e-06,0.0
left_cerebellum_white_matter <-> right_accumbens_area,2.609199297323139e-05,-1.495678600775286e-06,4.5109686556027956e-05,-0.033149135442641156,0.0,0.0,-7e-06,0.0
brain_stem <-> cc_mid_anterior,2.59614125221315e-05,-8.953638096104935e-07,3.2741815769211544e-05,-0.027337837264344387,0.0,-0.0,-5e-06,0.0
optic_chiasm <-> right_thalamus,2.590372615837412e-05,2.4240087837698795e-06,6.23887685949522e-05,0.038847061221749364,1e-06,1.2e-05,5e-06,-1.1e-05
left_cerebellum_cortex <-> lh_superiorparietal,2.5790390656752622e-05,-2.365288062460746e-06,5.454674565441664e-05,-0.04335463990912119,0.0,0.0,-1.1e-05,0.0
left_accumbens_area <-> left_cerebellum_cortex,2.5691213879790088e-05,-3.350502190054551e-06,7.167902961072009e-05,-0.04673660960746957,0.0,0.0,-1.5e-05,0.0
lh_lateraloccipital <-> right_cerebellum_cortex,2.5674482537298342e-05,-1.9174570796794014e-06,5.6300100892819584e-05,-0.03405174292493422,-0.0,1e-06,-8e-06,-1e-06
fourth_ventricle <-> left_vessel,2.55983689981286e-05,-2.164798820005113e-06,5.7657783341827595e-05,-0.03753913701127023,0.0,0.0,-1e-05,0.0
left_cerebellum_cortex <-> left_pallidum,2.5551741391643603e-05,-1.8125695549976256e-06,4.606119299517978e-05,-0.03934279616304415,-0.0,0.0,-7e-06,-0.0
lh_lateraloccipital <-> optic_chiasm,2.5203322367358965e-05,-2.94808940679162e-06,8.08085253930055e-05,-0.03647789157814509,-0.0,0.0,-1.3e-05,-0.0
left_cerebellum_white_matter <-> rh_caudalanteriorcingulate,2.516123962375834e-05,1.89601621588671e-07,2.49488891126102e-05,0.0075965569113761915,-0.0,0.0,1e-06,-0.0
lh_entorhinal <-> rh_postcentral,2.5137198115751316e-05,1.461546974433724e-06,4.830691933820802e-05,0.030249175536279746,-0.0,0.0,8e-06,-0.0
rh_entorhinal <-> right_cerebellum_cortex,2.467994838591128e-05,-2.415747692705392e-07,5.5129724529268396e-05,-0.004381138486506408,0.0,1e-06,-2e-06,-1e-06
rh_entorhinal <-> rh_posteriorcingulate,2.4347933108895696e-05,1.416549672670245e-06,4.032650994551036e-05,0.03511830038304822,-0.0,3e-06,6e-06,-3e-06
lh_pericalcarine <-> rh_entorhinal,2.384721484621254e-05,-1.8365004197381522e-06,5.237634604670275e-05,-0.035056852755122506,0.0,0.0,-9e-06,0.0
cc_anterior <-> left_cerebellum_white_matter,2.3846197836292902e-05,-1.8481087657748796e-06,5.125650513160528e-05,-0.03604904919948482,-0.0,0.0,-8e-06,-0.0
left_amygdala <-> left_cerebellum_cortex,2.3638627758730997e-05,-1.6847814733634724e-06,4.187021199009877e-05,-0.04022858035584406,0.0,0.0,-8e-06,0.0
left_cerebellum_white_matter <-> lh_caudalmiddlefrontal,2.3580327912524592e-05,-1.3081020308695106e-06,3.1976993252285866e-05,-0.04089481060480827,-0.0,0.0,-6e-06,-0.0
lh_entorhinal <-> rh_posteriorcingulate,2.3503408761342295e-05,1.392067216680305e-06,3.0339572231075518e-05,0.045867770592658966,0.0,-1e-06,6e-06,1e-06
left_cerebellum_white_matter <-> lh_superiorparietal,2.3282173952360923e-05,-1.3733745314918147e-06,4.141790327026121e-05,-0.03315095438290463,0.0,0.0,-7e-06,0.0
left_cerebellum_white_matter <-> lh_frontalpole,2.3024709161008232e-05,-7.992065094979497e-07,2.281211371073126e-05,-0.03501895221572541,-0.0,0.0,-4e-06,-0.0
left_cerebellum_white_matter <-> right_pallidum,2.3002511811222924e-05,-2.0500944959436202e-06,6.15547541160858e-05,-0.03329980807001983,-0.0,0.0,-8e-06,-0.0
csf <-> left_cerebellum_white_matter,2.284290952248715e-05,-1.1033159247649684e-06,4.369382631041343e-05,-0.025245293556872807,0.0,0.0,-5e-06,-0.0
left_cerebellum_white_matter <-> left_pallidum,2.282174675392287e-05,-1.6041957334639707e-06,4.061865147679506e-05,-0.039484346025616984,0.0,0.0,-7e-06,0.0
cc_mid_anterior <-> fourth_ventricle,2.2720332363836664e-05,-2.054843458295573e-06,6.715576843556522e-05,-0.030593611986541414,0.0,0.0,-1e-05,0.0
cc_mid_anterior <-> lh_lingual,2.268793156535333e-05,-1.0438744397411216e-06,3.628347626890674e-05,-0.02876204064903607,0.0,1e-06,-6e-06,-1e-06
lh_corpuscallosum <-> optic_chiasm,2.2534644279161588e-05,2.042890264079204e-06,5.88603581924223e-05,0.034701508990345534,-0.0,0.0,1e-05,-0.0
rh_corpuscallosum <-> rh_lateraloccipital,2.2489839911498266e-05,2.0444147203511166e-06,6.0548053456034694e-05,0.03375958445948675,-0.0,0.0,1e-05,-1e-06
left_vessel <-> right_cerebellum_cortex,2.2289439460719598e-05,-1.4895606756418306e-06,4.879850703199841e-05,-0.030518464223158646,0.0,0.0,-7e-06,0.0
left_cerebellum_white_matter <-> rh_frontalpole,2.213388904650113e-05,-1.348615096299255e-06,3.546874617403216e-05,-0.038011915350220075,0.0,0.0,-6e-06,0.0
left_cerebellum_cortex <-> lh_temporalpole,2.2097662014026486e-05,-1.861936907993681e-06,4.0976119548137295e-05,-0.04542847501839927,-0.0,0.0,-8e-06,-0.0
left_cerebellum_white_matter <-> lh_parsorbitalis,2.191122289928381e-05,-1.2511847794331935e-06,3.83217516222525e-05,-0.03264094977352537,0.0,1e-06,-7e-06,-1e-06
rh_inferiorparietal <-> right_cerebellum_cortex,2.1796304018481735e-05,-8.14023270605377e-07,2.9209428562219815e-05,-0.02785897297313658,0.0,0.0,-5e-06,0.0
rh_lateraloccipital <-> right_cerebral_white_matter,2.177788853467486e-05,2.2108331961377113e-06,5.495010573375813e-05,0.040226145248839135,-0.0,1e-06,1e-05,-1e-06
rh_lateraloccipital <-> right_lateral_ventricle,2.1683643109859263e-05,1.0266334854183223e-06,4.424295075844422e-05,0.02319920972100201,-0.0,0.0,6e-06,-1e-06
brain_stem <-> rh_lateraloccipital,2.166849521986972e-05,-7.711884741814069e-07,2.26754236912714e-05,-0.033994889611787794,-0.0,1e-06,-3e-06,-1e-06
optic_chiasm <-> rh_caudalmiddlefrontal,2.1627594198319147e-05,1.4234538387926194e-06,4.7192303617627653e-05,0.030156448514115145,-0.0,-2e-06,8e-06,2e-06
left_cerebellum_cortex <-> rh_frontalpole,2.1521121914034592e-05,-1.9592943206841622e-06,6.28422719611272e-05,-0.03117300710936821,0.0,0.0,-9e-06,0.0
cc_mid_anterior <-> lh_posteriorcingulate,2.1414853778950284e-05,3.0697300859133118e-06,8.363537449773622e-05,0.036699340571383195,-0.0,0.0,1.5e-05,-0.0
brain_stem <-> optic_chiasm,2.1399378171365025e-05,-1.0850719273763347e-06,2.8509943571882935e-05,-0.03804607553452801,0.0,0.0,-5e-06,0.0
optic_chiasm <-> wm_hypointensities,2.1376671248389415e-05,1.3272467788666606e-06,4.332444876663331e-05,0.030627983432169905,-0.0,5e-06,4e-06,-5e-06
lh_lingual <-> rh_inferiorparietal,2.092451027425334e-05,-3.096181693650946e-07,2.6032045034010386e-05,-0.011889164962303824,0.0,1e-06,-3e-06,-0.0
brain_stem <-> left_vessel,2.0683935363773986e-05,-1.64908111070603e-06,4.2864384268561085e-05,-0.03846308556587873,-0.0,0.0,-7e-06,-0.0
left_cerebellum_white_matter <-> rh_corpuscallosum,2.0681882232112798e-05,7.65553485497334e-07,2.8005203002167983e-05,0.0273263586716859,-0.0,2e-06,3e-06,-2e-06
left_cerebellum_white_matter <-> rh_supramarginal,2.0590330162765774e-05,-1.2810901608553538e-07,3.1210605341802225e-05,-0.00410334824334768,-0.0,2e-06,-1e-06,-2e-06
lh_lingual <-> rh_superiorparietal,2.036008522549316e-05,-1.3509260477374563e-06,5.3582869565355414e-05,-0.025207197500220237,0.0,1e-06,-7e-06,-0.0
brain_stem <-> lh_entorhinal,2.035573558717938e-05,-1.8059581704418658e-06,4.794425847554375e-05,-0.037660016604424994,0.0,0.0,-8e-06,0.0
left_cerebellum_cortex <-> rh_parsorbitalis,2.0283293973110366e-05,-1.6646617194546094e-06,3.942321045256922e-05,-0.04221471445894283,0.0,0.0,-7e-06,0.0
left_vessel <-> lh_pericalcarine,2.0235535415754503e-05,-1.4134527858350475e-06,5.8486476939588994e-05,-0.024163041259643057,0.0,0.0,-8e-06,0.0
optic_chiasm <-> rh_caudalanteriorcingulate,2.019529506452521e-05,1.9458236992784817e-06,4.956421197600054e-05,0.039250723747671024,0.0,1e-06,7e-06,-0.0
optic_chiasm <-> right_choroid_plexus,1.995583880851429e-05,2.4105978267920713e-06,5.668672448626109e-05,0.042517409050256756,2e-06,7e-06,3e-06,-6e-06
lh_cuneus <-> optic_chiasm,1.991243633155603e-05,-1.8632022469257739e-06,6.180478543700994e-05,-0.03014169237591872,0.0,0.0,-9e-06,0.0
cc_mid_anterior <-> lh_cuneus,1.964116022548872e-05,-2.163603700355094e-06,6.692173419348904e-05,-0.03232552878579926,0.0,0.0,-1e-05,0.0
lh_caudalmiddlefrontal <-> optic_chiasm,1.9639373201247276e-05,2.014304780711567e-06,4.643402774568949e-05,0.04337058774792667,-0.0,0.0,9e-06,-0.0
left_accumbens_area <-> rh_postcentral,1.9632924408285637e-05,2.463219167207052e-06,6.014250384883576e-05,0.04094957000289069,0.0,0.0,1.1e-05,0.0
left_cerebellum_white_matter <-> rh_postcentral,1.9408799679548747e-05,1.3576847665176042e-06,4.541361779215597e-05,0.02988940186864767,0.0,2e-06,5e-06,-2e-06
fourth_ventricle <-> rh_postcentral,1.9302257848554726e-05,8.827717230427001e-07,3.148236540793341e-05,0.028031293032701705,0.0,1e-06,3e-06,-1e-06
rh_corpuscallosum <-> rh_superiorparietal,1.924393649739719e-05,1.165252316728202e-06,2.720535674498268e-05,0.04281598538821371,0.0,0.0,4e-06,0.0
cc_mid_anterior <-> rh_corpuscallosum,1.9194587323054224e-05,1.4736037820675643e-06,4.215172563693826e-05,0.034951220800519774,0.0,1e-06,6e-06,-1e-06
left_cerebellum_white_matter <-> rh_temporalpole,1.9191300094455538e-05,-9.437077280606164e-07,2.840806411509518e-05,-0.03320802304613477,0.0,0.0,-5e-06,0.0
fourth_ventricle <-> rh_posteriorcingulate,1.906337748969849e-05,9.305477171492316e-07,4.06620826202917e-05,0.022879273870401024,-0.0,0.0,5e-06,-0.0
optic_chiasm <-> rh_fusiform,1.890705519618313e-05,9.363906390382077e-07,4.6886087025505324e-05,0.019967351189214017,0.0,5e-06,1e-06,-5e-06
fourth_ventricle <-> rh_corpuscallosum,1.885184204146573e-05,1.45991449475952e-07,3.137761760314642e-05,0.004651243408206848,-1e-06,0.0,3e-06,-1e-06
csf <-> fourth_ventricle,1.8749249659535127e-05,-5.4807092243202084e-08,1.6130920739699446e-05,-0.003395536916825392,0.0,0.0,-1e-06,0.0
rh_posteriorcingulate <-> right_amygdala,1.8745912513643336e-05,1.210798436931896e-06,3.3595961010794684e-05,0.03602927577470471,-0.0,0.0,5e-06,-0.0
cc_mid_anterior <-> rh_precentral,1.870343224659967e-05,1.6948992742300958e-06,5.040284286954609e-05,0.033620386745814086,0.0,0.0,7e-06,0.0
cc_anterior <-> left_cerebellum_cortex,1.8684986981439878e-05,-1.1905741395024593e-06,3.338209237309044e-05,-0.03565437368225247,-0.0,0.0,-5e-06,-0.0
fourth_ventricle <-> lh_pericalcarine,1.8632802340526426e-05,-7.815756391060137e-07,2.761255489412495e-05,-0.028294835220772686,0.0,1e-06,-4e-06,-1e-06
left_cerebellum_white_matter <-> lh_caudalanteriorcingulate,1.8480046537150157e-05,-7.0243667449701e-07,2.541695515231852e-05,-0.027625670092589094,0.0,0.0,-3e-06,0.0
fourth_ventricle <-> rh_inferiorparietal,1.842289826520309e-05,-1.599510768285787e-06,4.2078255411929825e-05,-0.038003731744899294,0.0,0.0,-7e-06,-0.0
rh_fusiform <-> rh_superiorparietal,1.8392408483361735e-05,-2.9886427399289684e-07,2.5151399768029454e-05,-0.011877887428689058,0.0,3e-06,-3e-06,-3e-06
fourth_ventricle <-> lh_entorhinal,1.829550503439197e-05,-1.4111398318691976e-06,3.716865135852192e-05,-0.03795564874748321,0.0,-0.0,-7e-06,0.0
left_vessel <-> rh_supramarginal,1.8283500354429927e-05,1.7789219954591843e-06,4.782543222799853e-05,0.03718837507269276,0.0,0.0,8e-06,0.0
lh_superiorparietal <-> right_cerebellum_cortex,1.824145049825991e-05,-9.664046471054586e-07,3.654440275668575e-05,-0.026437435007160785,-0.0,1e-06,-5e-06,-1e-06
cc_central <-> left_cerebellum_cortex,1.8155739751372824e-05,-1.7665298805048578e-06,5.575459281247864e-05,-0.031678342679650216,-0.0,0.0,-8e-06,-0.0
left_vessel <-> lh_lateraloccipital,1.813919797508318e-05,-6.554529667727968e-07,3.945666015726397e-05,-0.016607763721606897,0.0,0.0,-4e-06,0.0
lh_entorhinal <-> rh_supramarginal,1.810676924727791e-05,1.980178272278931e-06,5.535254706845907e-05,0.035767470557854265,0.0,0.0,9e-06,0.0
brain_stem <-> rh_entorhinal,1.795525502475425e-05,-7.727063795260612e-07,6.755452175846077e-05,-0.011436569954397686,0.0,1e-06,-4e-06,-1e-06
fourth_ventricle <-> left_pallidum,1.793134868605418e-05,-1.744713269173881e-06,3.8621274076522655e-05,-0.045163233956971506,0.0,0.0,-8e-06,0.0
lh_posteriorcingulate <-> rh_lateraloccipital,1.7769763931522057e-05,9.663447970742436e-07,3.447931317865978e-05,0.02801867326462645,-0.0,1e-06,5e-06,-1e-06
rh_lateraloccipital <-> right_cerebellum_white_matter,1.7767036472727244e-05,-1.6523252628083744e-06,7.607075848117856e-05,-0.021718044033658516,0.0,0.0,-8e-06,0.0
lh_lateraloccipital <-> rh_corpuscallosum,1.7678810432657936e-05,8.1902908720523e-07,3.2800434717782115e-05,0.02496245765257553,-0.0,0.0,5e-06,-0.0
lh_superiorparietal <-> rh_posteriorcingulate,1.754756710094322e-05,1.8931192441621957e-06,4.6245537804969255e-05,0.04092740748457619,0.0,0.0,7e-06,0.0
lh_pericalcarine <-> right_vessel,1.7514796809847936e-05,-1.1435091538645085e-06,4.784979455187532e-05,-0.023892897254814933,0.0,0.0,-6e-06,0.0
left_vessel <-> rh_precentral,1.7470409517038668e-05,5.120172654080327e-07,1.8975897689964884e-05,0.026968293718271884,-0.0,0.0,3e-06,-0.0
left_cerebellum_cortex <-> right_pallidum,1.7387537827948763e-05,-1.5843833436302065e-06,5.76279737135759e-05,-0.027488533019977158,0.0,0.0,-7e-06,0.0
lh_lateraloccipital <-> right_cerebellum_white_matter,1.7365867931270197e-05,-1.2919658678420296e-06,3.321108660569832e-05,-0.03888993407038114,0.0,0.0,-6e-06,0.0
rh_caudalmiddlefrontal <-> rh_superiorparietal,1.7362944380648797e-05,1.2015396814025095e-06,6.285281655587583e-05,0.019113678756893068,-0.0,0.0,6e-06,-0.0
fourth_ventricle <-> lh_rostralanteriorcingulate,1.7362429435648965e-05,-1.1258870155584549e-06,4.0364364710214166e-05,-0.027886185297018945,-0.0,0.0,-5e-06,-0.0
lh_lateraloccipital <-> rh_postcentral,1.731564406146843e-05,1.2623733852982124e-06,3.443045999530284e-05,0.03665378991658012,-0.0,0.0,6e-06,-0.0
left_cerebellum_cortex <-> lh_bankssts,1.729102300572443e-05,-1.7952273052553332e-06,5.061928741499196e-05,-0.035458277153704205,0.0,0.0,-8e-06,0.0
rh_fusiform <-> rh_lateraloccipital,1.720924590747413e-05,-1.3406253793995217e-06,5.3158996867045415e-05,-0.025214419274298034,0.0,1e-06,-7e-06,-1e-06
rh_posteriorcingulate <-> rh_superiorparietal,1.717436939219801e-05,6.473555300401764e-07,3.0419102543008784e-05,0.021274223553757392,-0.0,0.0,4e-06,-1e-06
cc_mid_posterior <-> optic_chiasm,1.706590812543428e-05,2.454041299053697e-06,6.390498683018402e-05,0.03839539708541049,0.0,6e-06,8e-06,-6e-06
left_cerebellum_white_matter <-> rh_parsorbitalis,1.6911916804503413e-05,-1.9162783017352324e-06,6.043285689697725e-05,-0.03170396635952304,0.0,0.0,-9e-06,0.0
rh_entorhinal <-> right_cerebellum_white_matter,1.686722969318904e-05,-4.893560836716007e-08,5.474787335961245e-05,-0.0008936725509002932,0.0,0.0,-0.0,0.0
lh_inferiorparietal <-> rh_corpuscallosum,1.678166932043574e-05,1.0328053425231095e-06,2.9148113166202293e-05,0.03542085650865273,0.0,1e-06,3e-06,-1e-06
rh_entorhinal <-> right_lateral_ventricle,1.6747114555090525e-05,1.6547621719391248e-06,5.1681020224872675e-05,0.032012565523767446,1e-06,3e-06,4e-06,-3e-06
lh_superiorparietal <-> rh_corpuscallosum,1.6684154102409586e-05,1.775587002889773e-06,5.152014476679282e-05,0.03445724848873316,0.0,0.0,8e-06,-0.0
left_vessel <-> rh_posteriorcingulate,1.6623633324643004e-05,1.3589785612225995e-06,3.872079361589434e-05,0.03508780570571376,0.0,-0.0,6e-06,1e-06
lh_lingual <-> rh_entorhinal,1.6618378622603887e-05,-7.09542768391599e-07,2.44306552756092e-05,-0.02903124979221381,0.0,-1e-06,-3e-06,2e-06
lh_entorhinal <-> lh_lingual,1.6531470824252772e-05,-1.7760173775284048e-06,4.9473532463804106e-05,-0.03589107909439397,0.0,0.0,-8e-06,0.0
left_lateral_ventricle <-> optic_chiasm,1.648443402554177e-05,1.4337143995212687e-06,3.827229738996427e-05,0.0374511065758848,-0.0,3e-06,6e-06,-3e-06
